age,health_score,injury_severity,infection_exposure,food_days,water_days,shelter_quality,medical_supplies,weapon_availability,group_size,distance_to_safe_zone,mobility_score,days_since_outbreak,survived
62,97,1,49,10,4,35,61,76,2,8,35,36,0
32,87,6,59,21,25,82,60,94,2,96,91,34,1
37,36,10,82,2,14,76,90,58,3,97,41,13,0
52,38,9,6,15,13,96,78,82,2,8,88,55,1
64,70,8,39,10,25,52,88,92,1,14,88,46,1
28,89,6,44,9,28,82,78,21,5,24,82,52,1
49,82,4,58,22,29,46,82,84,6,64,94,30,1
68,94,3,87,22,2,51,49,60,7,93,38,28,0
66,99,3,74,1,6,95,74,79,10,25,100,22,1
18,49,9,54,15,3,78,40,29,7,6,37,24,1
57,44,7,63,16,10,56,32,68,2,1,92,47,0
47,94,9,64,9,26,74,86,59,7,87,36,30,1
66,90,9,53,17,25,22,11,5,2,33,60,45,1
61,45,9,95,11,11,58,1,84,2,14,52,38,0
36,75,9,39,7,14,68,20,10,6,63,74,20,0
59,41,9,52,26,5,55,13,23,6,56,43,6,0
26,38,0,43,25,25,85,33,91,8,62,96,33,1
16,50,4,62,2,23,41,78,78,5,28,59,47,0
78,45,1,1,26,0,17,84,50,5,29,47,38,0
39,61,10,78,19,17,70,63,18,10,23,86,59,1
28,60,8,20,23,13,32,22,49,1,44,94,15,1
26,42,6,87,2,28,2,84,80,4,38,58,15,0
66,66,9,49,5,23,27,49,2,1,49,40,32,0
32,32,7,80,1,30,0,13,2,10,43,56,14,0
39,85,5,51,2,6,62,84,91,5,10,21,42,0
34,85,8,8,16,9,46,75,30,8,27,25,59,1
52,35,5,98,8,8,36,45,46,1,8,71,8,0
23,92,6,19,3,1,85,4,7,3,68,24,36,0
43,47,6,82,21,7,47,65,16,1,85,66,57,0
20,96,8,17,30,21,18,21,98,6,85,62,22,1
32,54,10,83,22,30,13,69,99,10,30,59,38,0
51,60,7,29,1,0,66,1,90,1,13,30,20,1
34,96,0,64,23,19,82,28,44,10,58,100,24,1
79,50,3,23,27,29,96,60,96,3,3,33,21,1
26,51,6,87,8,30,84,99,59,5,84,21,28,1
69,73,10,46,13,1,64,70,74,5,100,58,49,1
60,91,7,82,25,6,25,15,20,2,5,82,23,0
62,78,6,93,10,24,9,63,69,3,22,82,24,1
27,60,2,89,1,15,98,96,20,9,58,37,54,0
36,85,3,43,20,21,76,96,57,1,66,98,39,1
26,73,6,28,1,3,69,13,54,1,89,20,44,0
20,59,7,76,26,20,42,42,27,2,40,36,23,0
71,47,6,67,4,26,69,75,80,8,88,73,4,0
35,56,5,16,6,16,98,42,81,6,5,58,46,1
56,84,8,96,21,28,79,69,74,4,16,67,4,1
61,93,8,4,3,3,71,54,45,7,15,85,30,1
27,74,10,91,13,28,58,75,43,6,77,34,48,0
32,23,6,87,1,25,2,30,88,9,75,41,28,0
34,29,7,80,22,2,4,75,93,6,80,39,31,0
41,66,5,49,11,8,84,73,24,2,18,62,33,0
63,94,0,39,9,21,94,39,70,3,89,75,50,1
67,33,0,45,24,14,77,26,48,9,47,43,19,0
70,57,5,50,0,19,100,51,100,7,4,62,53,1
48,31,1,10,18,2,82,6,45,6,53,40,10,0
77,64,7,11,22,11,36,45,90,5,58,67,25,0
38,36,0,12,15,14,83,99,89,3,85,85,37,0
30,99,1,63,14,28,51,32,62,4,75,35,13,1
42,54,7,7,13,19,65,90,76,1,58,59,6,1
79,85,5,64,8,7,62,7,87,5,59,40,30,0
66,94,9,8,28,11,6,4,11,7,34,71,23,0
68,60,1,91,20,20,96,60,77,2,30,27,36,0
66,86,1,1,22,12,52,71,56,8,54,97,16,1
62,48,10,77,14,14,5,59,72,10,68,74,8,0
19,37,6,12,25,10,6,84,63,6,78,77,16,1
22,39,4,1,6,16,43,23,30,10,75,24,11,0
50,33,4,67,3,20,17,6,3,3,68,61,54,0
63,53,7,75,20,23,53,60,53,2,26,49,59,0
60,68,6,47,17,26,28,82,82,8,3,28,1,1
34,73,8,73,7,30,82,94,64,4,57,60,22,1
78,50,3,2,11,11,24,35,92,7,37,70,18,0
53,77,9,67,14,19,62,26,5,7,38,76,36,1
74,61,3,5,14,29,67,28,64,10,41,92,11,1
28,77,1,86,16,17,12,86,88,9,4,80,20,1
62,49,2,4,1,28,31,19,90,10,26,25,10,0
76,44,0,2,11,30,26,69,21,8,39,45,48,1
46,82,0,9,2,15,50,75,16,8,42,93,10,0
37,38,6,42,6,2,33,75,58,7,11,25,37,0
58,91,4,18,5,29,27,2,28,10,11,72,58,1
69,27,2,13,13,26,72,38,66,5,54,80,60,0
25,22,6,20,22,8,71,98,16,9,38,52,50,0
57,86,1,42,26,29,84,82,1,7,20,64,22,1
79,100,2,27,4,6,29,44,31,3,26,59,11,1
36,36,0,20,29,18,92,67,21,6,76,43,35,1
56,33,7,35,3,4,8,30,96,3,93,64,9,0
39,28,1,23,30,18,12,37,57,6,14,57,15,1
50,81,6,53,14,9,81,96,52,8,50,48,54,1
71,40,10,37,6,19,63,5,85,9,25,98,51,1
45,95,8,16,2,11,37,7,46,2,55,27,19,0
72,56,5,21,12,7,21,27,3,6,51,83,37,0
62,30,1,82,9,29,30,14,37,3,90,92,6,0
50,39,1,44,22,2,98,94,12,7,10,70,36,1
34,54,8,73,1,18,41,7,60,4,14,94,44,0
23,72,9,60,11,26,61,53,86,5,5,25,5,1
41,66,7,10,27,10,63,5,63,10,57,66,3,0
45,94,8,60,23,7,73,28,76,6,22,68,10,1
22,71,3,37,27,25,8,33,83,8,75,95,13,1
80,27,3,65,21,12,94,6,32,2,29,51,4,0
51,23,1,32,11,25,43,39,97,4,7,73,56,0
40,46,9,42,30,22,62,73,37,4,18,55,40,1
52,63,0,30,18,22,39,12,28,6,31,38,33,0
16,59,9,34,18,9,87,61,60,4,43,56,52,1
30,66,3,36,20,17,40,85,31,5,84,36,34,1
52,63,9,46,2,11,71,84,10,5,35,99,36,1
28,67,9,99,5,6,49,64,17,8,71,35,53,0
23,71,10,22,1,25,19,40,44,4,94,77,33,0
20,87,7,35,23,10,80,41,20,6,4,63,60,1
75,30,1,39,12,9,91,65,11,7,51,87,21,1
16,96,10,89,26,2,69,92,19,8,94,68,39,0
51,92,7,88,27,29,41,10,6,9,30,70,5,0
50,23,0,80,26,6,32,100,90,10,94,24,55,0
78,95,0,14,8,28,91,49,70,8,53,77,45,1
38,92,3,36,12,3,62,70,1,4,82,65,57,1
24,96,6,3,30,28,56,34,42,4,74,74,13,1
49,67,8,21,22,7,64,93,96,10,14,92,40,1
61,45,4,80,13,7,51,79,20,5,36,36,17,0
19,96,1,21,18,5,98,78,28,3,87,31,10,1
45,58,6,80,10,12,87,19,31,2,12,43,10,0
18,77,10,77,13,11,5,27,44,2,76,75,2,0
29,38,1,77,15,2,6,36,75,9,34,74,38,0
75,96,8,16,9,5,8,2,76,8,26,95,21,0
60,96,8,71,19,21,100,92,58,6,6,98,1,1
49,77,2,97,15,18,60,58,2,9,53,35,30,0
60,47,7,89,27,10,79,100,38,5,15,41,18,1
76,85,10,93,25,3,33,72,50,10,19,63,35,1
31,29,3,85,1,14,34,26,7,1,47,62,58,0
55,96,2,79,24,1,98,31,45,8,87,98,53,1
32,77,0,93,15,14,19,47,65,3,100,40,39,0
49,92,4,79,13,16,57,45,5,9,77,27,48,1
31,33,10,37,20,1,86,94,57,1,95,68,22,1
75,34,3,23,27,6,59,46,40,3,61,25,3,0
28,52,0,99,17,25,53,89,78,1,90,100,6,0
71,36,9,98,25,15,34,39,53,1,52,66,36,0
46,43,7,5,5,4,46,2,75,6,18,55,16,1
49,49,7,67,6,15,45,74,40,4,60,42,3,0
54,81,7,81,12,24,86,28,47,10,47,50,36,0
23,32,2,5,1,18,3,90,95,4,57,94,11,1
70,81,5,25,14,1,9,57,69,5,33,81,56,1
42,66,6,100,16,14,74,49,26,3,32,100,17,1
68,35,8,90,12,3,39,9,46,2,4,76,19,0
54,85,4,40,6,1,54,60,76,10,41,89,58,1
80,100,8,74,0,26,72,98,22,8,19,84,60,1
32,62,5,37,2,22,39,60,73,7,7,56,8,1
45,27,9,79,19,9,75,22,13,10,99,87,60,0
68,22,9,82,17,21,80,5,60,4,26,94,14,0
28,31,9,42,6,23,95,74,66,2,87,36,26,1
36,35,3,52,20,28,22,59,75,9,98,26,48,1
34,97,0,14,16,4,14,26,24,8,51,71,25,1
68,99,0,89,27,17,91,54,64,4,56,54,51,1
34,78,9,55,11,28,4,30,95,5,71,21,48,0
72,68,4,55,15,3,39,29,23,10,75,59,57,0
40,82,2,30,23,0,17,66,52,6,51,56,10,1
46,81,4,82,9,17,20,12,72,4,8,76,32,0
70,68,4,56,22,19,78,58,49,2,13,29,15,0
38,70,0,50,15,5,2,53,0,5,32,95,59,0
47,52,7,23,19,19,45,20,38,1,34,100,58,1
77,49,4,57,17,19,89,42,73,7,18,65,4,1
25,78,4,72,14,13,78,10,43,9,79,24,28,0
69,95,8,86,22,26,52,66,93,3,55,24,4,0
67,34,7,3,10,25,19,37,4,6,43,46,13,0
35,42,0,9,17,9,58,94,67,9,24,24,12,1
47,97,2,62,5,17,20,23,71,4,21,80,15,1
29,64,6,72,0,8,89,50,79,6,18,27,29,0
65,81,0,82,29,11,86,75,64,3,14,50,23,1
43,98,0,14,22,9,50,60,78,9,53,40,13,1
68,90,4,97,6,23,24,45,87,7,19,40,38,1
39,34,8,62,11,23,67,42,14,7,77,70,58,0
37,65,5,18,19,20,9,26,49,4,57,98,46,1
45,83,9,62,3,18,85,84,5,6,64,78,35,0
78,65,1,55,30,5,66,88,65,8,80,21,40,1
19,75,10,20,9,13,82,29,68,6,2,49,12,1
74,63,8,33,20,24,94,93,38,6,57,77,30,1
23,94,5,16,1,7,8,62,97,4,34,100,46,1
27,48,4,17,8,22,28,9,95,8,49,39,5,1
46,81,4,80,9,13,36,2,28,10,90,59,2,0
49,71,2,65,19,10,70,76,92,8,54,48,42,1
64,73,5,50,10,30,37,59,87,9,22,24,30,1
72,76,3,64,24,23,87,26,45,6,84,29,35,1
41,85,9,42,13,15,71,81,30,2,93,80,55,0
33,41,1,56,2,19,97,44,23,4,82,20,10,0
53,39,2,9,24,5,58,61,14,4,93,66,9,1
65,52,8,36,0,14,56,23,75,8,44,76,17,0
23,91,10,47,6,14,89,45,19,5,91,33,60,0
56,44,10,68,3,13,59,77,3,4,35,44,38,0
21,65,8,55,6,20,27,43,57,8,29,40,59,1
59,92,5,75,15,11,27,62,76,3,6,35,30,0
79,76,9,35,29,1,45,3,60,2,37,93,41,0
44,24,9,30,9,7,70,15,9,4,89,51,55,0
43,74,8,54,14,18,66,50,40,1,85,64,35,0
26,80,3,37,15,13,85,73,52,1,58,83,7,1
80,27,10,72,5,4,54,100,86,5,64,92,12,0
34,35,4,89,3,23,37,90,70,1,31,79,50,0
24,67,9,14,3,26,17,47,75,4,50,38,42,0
42,80,5,15,23,30,75,64,47,8,80,66,34,0
49,34,8,76,22,8,94,68,14,8,60,83,49,0
59,84,4,88,3,12,62,76,6,2,14,49,3,1
30,41,7,93,26,30,4,44,71,3,70,66,33,0
66,22,10,52,21,8,43,2,70,3,11,52,40,0
28,73,0,55,21,13,28,16,42,1,27,40,13,0
64,33,4,6,16,4,99,82,3,3,69,82,11,1
71,55,9,56,12,1,13,36,50,8,79,61,40,1
66,86,0,54,1,6,57,4,70,6,38,80,20,0
52,29,9,51,19,15,43,46,58,5,62,62,31,0
32,68,5,3,5,10,17,43,40,10,53,87,33,1
73,84,6,42,21,10,6,87,60,9,80,45,34,1
44,76,4,39,0,22,86,32,29,7,18,52,50,1
48,46,0,29,7,30,96,20,17,6,97,52,50,0
75,94,5,9,17,11,61,66,29,5,99,68,9,1
70,24,9,93,28,12,44,67,6,5,52,60,7,0
25,90,4,6,20,7,15,31,51,10,24,91,9,1
62,76,5,35,3,23,63,23,47,9,99,55,42,0
38,34,10,34,4,15,36,34,22,10,7,91,26,0
36,95,9,87,4,20,24,17,36,6,14,41,2,0
28,49,6,38,14,30,8,66,70,4,50,66,5,0
48,39,6,35,9,0,54,53,92,4,94,39,49,0
39,56,1,19,7,12,27,25,97,4,24,43,2,0
26,22,2,48,25,10,8,59,52,6,79,62,52,0
32,92,5,95,6,28,11,87,44,1,13,92,10,1
62,60,2,58,11,3,17,64,48,9,19,35,31,0
40,58,1,48,29,3,90,50,48,2,29,46,33,1
36,45,3,89,24,14,89,97,81,2,22,64,44,1
27,21,4,25,27,26,55,59,46,5,2,56,56,1
52,42,10,35,10,2,89,58,24,4,77,32,47,0
57,42,9,42,12,23,73,75,90,3,36,70,6,1
32,35,8,98,14,18,57,16,26,5,38,21,14,0
63,28,2,42,16,28,80,84,11,7,18,95,14,1
43,32,2,98,21,20,50,20,22,10,51,78,15,0
56,47,5,75,21,1,31,66,16,2,15,33,33,0
62,46,4,32,17,5,87,27,43,6,99,68,57,0
33,70,5,99,26,30,47,88,70,4,52,49,31,1
28,83,6,77,7,21,7,43,23,2,17,28,17,0
28,71,10,96,5,23,29,69,70,1,77,98,43,1
46,100,2,44,10,7,25,61,92,8,22,43,15,1
17,57,4,44,28,16,23,41,59,5,54,60,20,0
31,84,7,87,25,4,26,93,52,10,52,79,48,0
24,37,3,14,8,1,78,95,91,2,85,51,21,0
53,82,9,94,25,25,91,21,86,8,90,66,29,1
69,70,1,16,4,11,74,37,73,3,46,40,59,1
71,28,3,11,6,4,38,13,15,7,4,61,9,0
60,32,1,21,21,9,65,97,97,2,7,89,29,1
49,59,2,22,26,27,50,25,24,7,10,21,44,0
24,74,3,89,14,8,72,39,65,4,15,50,34,1
23,98,3,77,20,19,49,53,49,10,26,75,47,0
22,62,9,11,21,7,44,12,68,1,80,49,60,0
51,63,8,67,3,0,86,93,77,5,40,82,9,1
33,87,9,50,18,23,32,18,94,4,98,34,60,1
18,52,5,12,12,5,18,41,39,8,61,37,48,0
43,43,8,56,0,23,12,40,5,1,81,51,30,0
59,55,3,54,0,21,77,49,63,2,16,33,17,1
36,29,8,81,21,10,95,2,27,5,98,81,52,0
43,39,10,27,13,2,21,30,8,10,93,71,59,0
69,94,8,43,8,30,19,75,5,10,18,41,55,1
69,31,5,18,23,27,96,14,16,2,75,33,4,0
80,81,4,45,11,14,4,53,39,1,76,97,40,1
36,37,2,2,17,10,83,52,98,6,2,53,32,0
28,82,4,82,8,23,77,44,75,10,54,99,32,0
72,44,2,19,7,4,90,37,44,4,18,75,7,0
64,31,4,24,29,27,89,77,81,5,54,72,38,1
69,40,4,74,13,25,31,98,42,3,38,68,32,0
25,44,1,55,27,15,29,79,97,10,97,82,5,1
68,30,8,80,8,20,90,49,45,6,73,35,42,0
59,83,6,60,19,30,25,23,62,4,15,99,3,0
62,92,5,54,24,27,81,16,0,6,64,59,56,1
68,69,4,34,1,6,86,17,58,5,92,57,20,0
61,81,3,77,28,5,87,41,62,2,8,37,56,1
28,68,7,58,0,8,3,16,78,4,46,42,17,0
52,33,1,38,12,6,66,15,17,2,100,67,16,0
39,20,7,56,24,2,42,84,85,5,39,65,11,1
17,100,0,82,9,10,29,87,81,3,52,41,13,1
29,44,9,66,7,26,15,97,64,6,8,73,18,1
25,78,0,33,6,11,70,51,19,5,50,59,14,1
50,91,2,40,29,20,38,35,55,2,50,49,34,0
40,88,4,21,28,24,85,90,53,10,83,74,12,0
18,24,5,26,23,10,40,38,47,8,68,75,22,1
32,38,3,20,11,28,30,80,99,6,27,61,21,1
27,42,6,40,16,30,48,24,53,9,77,61,26,0
69,28,6,30,29,25,12,41,88,3,38,81,42,0
39,69,1,26,24,29,40,20,15,4,21,72,39,0
44,35,1,36,11,1,92,67,19,8,90,72,2,0
58,52,1,65,15,0,27,88,46,7,45,83,57,0
40,21,1,53,9,26,63,58,96,8,58,20,50,0
75,33,8,8,26,23,18,29,6,9,23,98,49,0
80,20,4,82,24,23,86,56,22,8,54,88,16,0
43,77,10,41,30,1,71,32,74,8,30,46,34,1
31,35,7,35,11,13,24,89,32,6,95,36,11,1
62,98,4,9,10,12,37,88,39,2,95,82,19,0
73,66,10,58,24,23,98,52,4,7,16,60,30,1
42,63,4,39,28,4,89,15,44,4,52,77,54,0
68,99,0,53,13,1,2,48,40,3,41,76,7,0
57,33,5,38,21,22,1,87,7,4,71,57,27,0
74,43,3,6,19,22,4,4,80,4,81,85,22,0
62,74,2,3,12,18,60,76,81,3,24,64,17,1
49,34,5,14,1,29,19,93,49,9,20,42,15,1
52,91,1,75,26,16,75,59,90,3,27,39,9,1
21,53,7,47,19,10,37,70,30,2,2,55,12,1
22,21,0,5,6,15,79,80,3,1,60,61,8,0
40,46,8,72,0,19,100,54,65,1,51,41,60,1
48,93,7,34,29,17,35,90,55,5,1,79,2,1
70,91,0,71,24,19,45,34,4,5,98,30,49,1
73,42,9,70,2,7,92,68,80,9,91,47,48,0
22,87,8,67,28,1,98,41,53,4,6,64,55,1
72,33,1,57,28,16,36,68,95,5,38,41,16,1
27,82,2,76,19,10,53,23,92,6,54,100,3,0
31,84,1,18,11,13,20,70,79,10,60,82,51,0
58,87,7,61,4,15,20,70,0,7,27,50,48,1
22,82,1,70,11,14,91,54,75,9,80,30,31,1
66,100,9,9,28,14,69,13,82,6,62,55,43,0
47,83,1,24,2,2,83,54,72,1,63,97,26,0
23,51,0,43,19,25,59,14,60,8,99,54,41,0
60,98,6,98,4,6,35,4,6,2,91,42,46,0
74,32,1,57,27,28,76,100,29,9,35,48,2,0
19,85,9,24,0,11,10,3,14,7,58,42,30,0
44,38,4,92,15,21,87,29,3,7,61,35,13,0
44,43,4,75,29,21,82,83,62,10,36,38,37,0
43,30,2,39,8,22,86,52,69,10,92,82,52,1
59,78,2,75,9,23,30,89,37,5,56,69,14,1
19,34,2,69,28,2,100,72,46,8,67,92,1,0
24,29,5,9,9,18,36,29,59,10,57,62,32,0
20,60,3,65,12,9,59,85,98,1,41,38,6,1
71,46,2,24,15,28,60,93,1,3,31,37,22,1
65,79,1,70,29,7,66,83,68,9,3,25,11,1
30,92,2,86,19,15,97,91,7,1,38,54,49,1
47,71,3,10,28,15,28,60,50,8,53,33,23,0
43,47,5,35,24,11,66,70,93,6,52,83,54,1
37,84,3,48,3,28,78,67,18,10,24,28,14,1
32,36,7,47,13,29,70,91,93,5,26,54,14,1
74,63,2,86,16,28,66,54,30,6,92,21,20,1
72,29,2,6,27,22,15,98,79,5,73,25,7,1
41,82,2,90,4,25,44,96,21,9,37,44,19,0
40,66,7,76,12,4,33,70,32,2,91,92,26,1
25,57,3,50,24,19,83,72,85,10,48,69,59,0
60,89,0,16,2,5,43,97,71,6,67,26,22,0
26,95,1,31,4,24,96,41,36,4,41,82,6,1
68,72,9,25,15,5,77,97,11,3,49,47,13,1
43,97,1,21,18,7,41,76,68,5,28,21,10,0
80,63,2,12,27,16,34,28,63,2,32,84,54,1
64,93,5,11,18,11,74,34,24,3,99,78,19,1
62,73,7,70,16,29,83,44,53,7,71,43,31,1
67,39,0,0,17,21,29,73,28,1,71,81,10,0
69,98,8,32,17,29,52,93,12,2,85,90,37,1
75,50,0,13,24,13,57,89,25,3,32,57,13,1
72,26,9,63,22,1,27,98,21,10,38,81,17,0
62,77,1,42,7,18,14,91,92,7,20,84,54,1
46,29,2,57,17,5,37,28,75,4,8,70,55,0
61,29,6,40,8,17,49,69,91,8,68,71,5,0
41,58,8,80,28,3,12,2,72,8,26,93,21,0
20,47,2,67,18,21,34,92,9,1,79,82,54,0
67,49,7,38,9,4,23,56,47,5,70,30,39,0
69,56,8,0,28,5,64,65,41,1,48,67,20,0
48,86,9,40,1,14,87,21,89,7,96,73,7,0
65,62,6,44,27,5,90,26,99,4,69,69,15,1
53,98,3,87,16,7,17,21,58,8,46,93,15,0
42,71,3,97,24,8,57,73,52,8,58,57,53,0
30,75,3,97,23,20,25,48,39,9,70,27,23,0
76,95,5,87,12,21,28,82,74,6,67,25,33,1
36,87,3,78,30,5,71,23,61,7,29,87,58,1
61,28,4,80,27,21,43,26,5,7,83,88,44,0
21,42,8,12,10,1,89,35,3,5,10,25,2,0
53,82,6,70,15,15,4,16,90,7,71,51,50,1
77,80,7,8,19,19,32,55,54,9,65,57,32,0
77,59,4,62,6,0,4,9,87,4,65,76,15,0
61,63,4,98,27,29,35,53,68,2,17,83,7,0
28,43,10,22,29,27,76,80,2,8,22,73,9,1
18,70,6,53,2,15,80,73,6,7,100,33,55,1
21,77,10,46,15,0,12,73,87,6,14,83,28,1
23,52,7,38,18,0,24,37,85,7,6,69,22,0
59,35,8,86,19,6,57,80,11,3,30,66,3,1
48,41,1,25,15,15,1,89,98,6,47,73,53,1
65,76,2,0,1,16,87,89,16,10,97,38,42,1
26,81,1,13,13,15,35,97,66,7,20,94,2,1
43,90,9,95,25,15,24,3,74,7,16,58,57,1
56,91,6,73,19,5,33,49,69,5,68,84,22,0
31,89,1,64,9,17,11,90,35,3,34,79,25,0
63,49,1,68,18,21,18,60,16,2,1,52,25,0
71,42,1,66,23,21,93,20,85,7,77,51,32,1
79,51,3,48,10,27,36,35,0,4,48,55,44,0
74,76,0,49,17,26,0,45,66,2,8,43,7,0
77,28,1,57,10,2,59,94,79,8,22,62,31,0
26,50,2,52,8,30,66,70,98,2,68,90,37,1
33,90,6,90,18,7,48,43,77,6,34,90,4,1
34,28,9,56,19,26,89,63,48,4,60,65,33,0
70,32,0,85,28,3,78,97,50,9,45,66,15,0
41,77,5,17,9,28,45,17,70,5,37,88,9,1
21,22,2,15,29,22,47,87,89,4,23,33,6,0
19,54,2,1,30,3,91,12,42,8,84,64,46,1
44,40,3,12,25,16,67,12,30,3,24,71,31,0
74,83,3,44,30,21,18,24,23,9,91,69,34,0
32,71,6,79,30,4,87,4,82,8,13,84,44,0
58,53,2,71,2,24,39,38,36,8,69,96,55,0
49,54,7,42,2,30,5,28,64,10,80,83,60,1
23,34,7,71,23,13,79,56,88,5,60,42,38,0
28,25,10,53,7,29,95,45,62,1,38,90,13,1
23,51,6,73,28,14,93,32,55,10,48,89,36,0
80,71,1,96,28,24,62,87,73,9,93,78,32,0
58,47,4,30,5,11,34,9,17,2,26,92,22,0
54,83,5,75,19,26,71,57,64,1,86,93,48,1
74,98,9,8,0,12,60,24,28,6,88,73,29,1
59,97,3,100,19,23,4,73,76,1,77,90,11,0
24,38,9,72,23,30,36,38,3,10,85,45,6,0
52,34,4,47,5,22,75,15,11,10,1,63,5,0
51,25,8,17,1,29,88,59,55,10,4,95,1,0
43,92,10,93,18,17,96,27,47,7,67,32,51,0
57,57,6,95,27,13,87,75,18,7,87,73,39,0
58,45,1,86,6,23,10,43,25,1,80,59,50,0
57,70,10,10,10,18,98,57,37,10,13,23,10,1
70,92,0,61,10,21,39,31,79,5,39,72,10,0
63,72,1,83,3,25,64,62,24,3,31,20,49,1
37,75,2,18,19,6,7,92,55,2,24,25,24,1
42,78,10,99,30,27,86,44,73,5,79,74,7,1
28,89,1,89,15,5,83,52,100,5,5,85,22,1
60,97,10,73,30,4,95,60,27,2,49,37,58,1
25,77,2,23,4,3,10,49,60,6,86,48,21,0
24,32,9,12,23,17,70,26,91,7,86,72,22,0
69,62,10,45,29,24,57,25,88,1,11,52,33,1
42,95,10,52,29,13,93,2,88,3,24,22,44,1
49,70,8,97,6,15,47,89,50,4,45,39,25,1
16,38,3,28,24,22,12,38,11,2,74,23,31,0
47,40,8,35,15,22,59,64,7,10,34,27,49,0
35,43,10,70,14,19,48,34,99,5,11,47,16,0
50,45,2,93,4,13,66,52,57,4,57,85,52,0
32,64,0,16,0,4,6,90,87,2,29,92,15,1
33,47,10,47,19,21,76,45,22,1,22,45,29,1
60,48,4,76,21,27,100,67,36,8,33,53,19,1
68,36,9,23,21,10,24,82,10,2,72,90,52,0
80,87,9,53,8,11,22,21,16,4,49,68,17,0
16,63,1,94,25,17,50,59,91,10,96,68,26,0
73,80,3,90,28,3,46,5,55,5,23,92,36,1
41,87,1,84,20,30,96,51,52,2,69,46,36,1
35,93,1,0,4,12,4,72,66,10,95,84,35,1
25,44,2,78,21,19,95,74,1,9,29,52,40,0
74,86,4,66,26,27,93,85,28,2,6,91,23,1
56,21,3,5,5,12,94,72,56,6,52,68,9,0
20,68,1,77,2,3,12,28,33,7,89,82,34,0
80,89,10,54,5,22,41,42,77,6,89,51,58,0
32,45,9,37,7,28,4,73,96,4,95,38,51,0
37,91,1,32,27,22,22,33,81,1,14,69,54,1
56,46,5,7,5,6,61,30,92,2,17,41,18,0
26,37,6,89,15,22,0,85,1,10,80,86,16,0
71,73,9,78,27,1,73,45,74,10,28,28,32,1
66,20,5,77,15,20,90,3,30,6,9,54,28,0
36,80,6,19,26,25,53,1,76,8,66,90,60,0
41,22,0,54,20,17,71,4,43,3,4,98,32,0
34,87,5,47,2,20,2,45,89,7,20,23,50,0
75,60,10,82,16,27,82,78,55,9,41,56,58,0
62,56,2,55,20,5,63,18,97,4,36,47,18,1
41,70,0,96,5,15,50,37,53,7,6,28,44,1
55,34,7,99,29,2,1,58,52,7,65,54,34,0
20,27,3,87,5,21,48,78,73,10,50,44,29,0
36,57,9,9,29,14,30,71,75,9,64,28,21,0
19,75,7,51,21,20,73,19,85,3,3,80,60,1
38,66,9,49,18,19,79,75,45,1,37,71,1,1
30,29,10,33,30,9,100,67,53,8,3,36,55,0
23,97,3,35,19,8,83,52,30,4,33,95,16,1
56,68,3,60,14,10,2,54,82,2,59,28,49,0
34,60,9,99,18,13,34,38,23,5,15,73,33,0
61,49,3,15,1,23,97,35,24,4,56,24,21,1
43,24,5,78,7,11,84,57,34,1,61,82,55,0
30,90,8,17,6,6,35,14,56,7,68,66,35,1
52,50,4,70,26,10,63,0,71,4,79,38,55,0
16,71,9,46,7,30,31,94,68,8,71,85,57,1
39,42,7,85,12,16,17,8,85,9,68,64,27,0
42,67,7,31,21,24,33,22,27,8,62,90,20,1
55,59,3,42,26,8,55,51,75,1,67,92,31,0
78,25,10,82,14,21,66,25,32,8,23,52,16,0
76,57,9,39,11,22,52,59,52,5,14,99,53,1
51,60,8,64,14,12,66,17,15,1,6,62,14,0
39,46,8,34,13,15,90,96,25,9,33,91,48,0
39,94,4,68,6,2,65,77,11,9,9,45,32,0
19,88,5,49,16,4,63,57,86,7,12,64,56,1
49,76,4,11,25,22,66,64,89,7,99,54,41,1
72,36,2,75,4,16,80,76,76,1,95,100,32,0
64,90,10,84,19,27,38,78,86,9,51,72,53,1
68,66,7,57,9,0,37,100,30,1,3,29,60,0
38,98,8,82,18,20,39,68,99,7,56,60,53,1
68,32,3,62,17,8,18,13,26,9,46,36,2,0
77,30,8,72,29,22,82,77,35,9,36,90,57,0
56,43,8,48,29,16,4,45,58,5,13,85,45,0
72,92,6,35,24,28,68,68,86,6,13,30,22,1
75,23,7,53,23,12,13,74,2,2,58,82,37,0
69,65,2,46,9,14,90,31,93,2,98,86,53,1
72,37,4,31,30,27,48,50,31,10,85,65,52,0
25,62,2,98,1,20,63,68,14,9,34,39,17,0
55,99,6,94,5,30,99,99,74,1,43,32,32,1
22,52,5,52,2,7,56,14,65,10,28,36,38,0
53,29,10,31,18,7,34,52,89,5,56,51,17,0
76,92,2,61,4,27,84,70,62,7,47,35,58,0
18,78,8,36,6,1,4,68,97,10,35,42,34,0
66,50,0,95,6,22,87,93,0,6,78,30,7,0
62,47,9,100,26,9,38,14,74,6,82,33,29,0
53,79,2,37,9,4,23,29,4,6,19,86,17,1
51,22,10,29,0,15,39,77,89,8,83,90,24,1
56,74,9,57,10,24,49,23,5,7,97,64,8,1
28,33,10,31,22,18,76,87,98,5,51,94,23,1
73,77,6,65,6,0,57,34,4,10,99,52,55,0
65,34,2,50,5,12,0,68,72,2,20,64,33,0
45,21,2,10,5,3,42,11,27,10,29,73,29,0
77,43,1,58,12,6,38,83,82,6,72,70,19,0
40,97,8,19,15,0,9,45,68,10,89,42,57,0
